scope,feature,class,pi_f1cls_mean,pi_f1cls_std
20.0,rad_0_5__degree_min,vns,-0.002447137087194129,0.002997118597133161
20.0,rad_0_5__degree_avg,vns,-0.0028823635381012513,0.002353439973850415
20.0,rad_0_5__clustering_avg,vns,0.0,0.0
20.0,rad_1_0__clustering_avg,vns,0.0019006889997624122,0.0023278591045694237
20.0,knn_3__degree_max,vns,0.0006771204561653477,0.0040073251024577775
20.0,knn_3__degree_avg,vns,-0.0008167183577020065,0.0034745948748313416
20.0,knn_3__components,vns,0.0009503444998812061,0.0019006889997624124
20.0,knn_3__component_largest,vns,-0.0013587357849653703,0.0
20.0,knn_3__component_avg_size,vns,0.0023075391856574702,0.0029935009782544484
20.0,knn_3__clustering_avg,vns,-0.0002732240437158584,0.0034535086316106202
20.0,knn_5__degree_max,vns,0.0028510334996436184,0.0023278591045694237
20.0,knn_5__degree_avg,vns,0.0,0.0
20.0,knn_5__components,vns,0.0,0.0
20.0,knn_5__clustering_avg,vns,-0.0012235685435970645,0.002447137087194129
20.0,knn_8__degree_max,vns,0.0,0.0
20.0,knn_8__degree_avg,vns,0.002474028703536879,0.003030053966332375
20.0,knn_8__components,vns,0.0,0.0
20.0,knn_8__clustering_avg,vns,0.0,0.0
20.0,knn_12__degree_max,vns,0.0009503444998812061,0.0019006889997624124
20.0,knn_12__degree_avg,vns,0.0009503444998812061,0.0019006889997624124
20.0,knn_12__components,vns,0.0009503444998812061,0.0019006889997624124
20.0,knn_12__clustering_avg,vns,-0.0012235685435970645,0.002447137087194129
20.0,nng_plain__degree_max,vns,0.0,0.0
20.0,nng_plain__degree_avg,vns,0.0021873588516496457,0.0027170309399761547
20.0,nng_plain__component_largest,vns,-0.001768539744305997,0.004090045587833207
20.0,nng_plain__clustering_avg,vns,0.0,0.0
20.0,delaunay__degree_max,vns,0.0,0.0
20.0,delaunay__degree_avg,vns,0.0,0.0
20.0,delaunay__clustering_avg,vns,-0.0013587357849653703,0.0
20.0,mst__degree_avg,vns,0.0037110430553053187,0.003030053966332375
20.0,mst__mst_edge_sum,vns,0.0009503444998812061,0.0019006889997624122
20.0,mst__mst_edge_max,vns,-0.00014687876665671064,0.0038680344409758993
20.0,mst__mst_diameter,vns,-0.005166021331381332,0.0019036427732079806
20.0,mst__mst_edge_sum_per_sqrtA,vns,0.0,0.0
20.0,mst__mst_edge_max_per_sqrtA,vns,0.0009503444998812061,0.0019006889997624122
20.0,mst__mst_edge_sum_units_s,vns,0.0028510334996436184,0.0023278591045694233
20.0,mst__mst_edge_sum_units_m,vns,-0.002447137087194129,0.002997118597133161
